unix,date,symbol,open,high,low,close,Volume ALPHA,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1673827200000,2023-01-16 00:00:00,ALPHA/USDT,0.0985,0.115,0.0985,0.115,265.25988531,2588.5065,9.87878208,88.5111,6,0.102509340889109953
1673740800000,2023-01-15 00:00:00,ALPHA/USDT,0.1075,0.1075,0.1075,0.1075,0,0,0,0,0,0.107382579233955449
1673654400000,2023-01-14 00:00:00,ALPHA/USDT,0.102,0.1111,0.0964,0.1075,677.61268694,6322.1694,287.67224941,2608.8222,12,0.107382579233955449
1673568000000,2023-01-13 00:00:00,ALPHA/USDT,0.095,0.095,0.095,0.095,1.0999955,11.5789,1.0999955,11.5789,1,0.095
1673481600000,2023-01-12 00:00:00,ALPHA/USDT,0.0901,0.0901,0.09,0.09,181.14771309,2012.6652,0,0,2,0.090003902023365035
1673395200000,2023-01-11 00:00:00,ALPHA/USDT,0.091,0.091,0.091,0.091,11.6461618,127.9798,4.5777368,50.3048,2,0.091
1673308800000,2023-01-10 00:00:00,ALPHA/USDT,0.0825,0.0825,0.0825,0.0825,0,0,0,0,0,0.078922545185137509
1673222400000,2023-01-09 00:00:00,ALPHA/USDT,0.0785,0.0825,0.0785,0.0825,20.5212278,260.078,10.2080615,130.039,3,0.078922545185137509
1673136000000,2023-01-08 00:00:00,ALPHA/USDT,0.0772,0.0773,0.0758,0.0772,187.41433299,2451.0204,95.86142265,1254.4506,22,0.07646633477519386
1673049600000,2023-01-07 00:00:00,ALPHA/USDT,0.0774,0.0774,0.0774,0.0774,1.97804988,25.5562,1.97804988,25.5562,1,0.0774
1672963200000,2023-01-06 00:00:00,ALPHA/USDT,0.0833,0.0833,0.0833,0.0833,0,0,0,0,0,0.078723296981241475
1672876800000,2023-01-05 00:00:00,ALPHA/USDT,0.0833,0.0833,0.0833,0.0833,0,0,0,0,0,0.078723296981241475
1672790400000,2023-01-04 00:00:00,ALPHA/USDT,0.0776,0.0833,0.0776,0.0833,42.6920136,542.736,8.4133,101,2,0.078723296981241475
1672704000000,2023-01-03 00:00:00,ALPHA/USDT,0.0708,0.165,0.0707,0.0777,150.61058146,1894.1507,17.86524972,179.793,25,0.081696356624808952
1672617600000,2023-01-02 00:00:00,ALPHA/USDT,0.0628,0.0723,0.0628,0.0699,259.72522577,3709.3723,259.72522577,3709.3723,7,0.070123434486950411
1672531200000,2023-01-01 00:00:00,ALPHA/USDT,0.0655,0.0655,0.0655,0.0655,3.1827236,48.5912,3.1827236,48.5912,1,0.0655
1672444800000,2022-12-31 00:00:00,ALPHA/USDT,0.0663,0.0664,0.0663,0.0664,5.26805789,79.4329,0,0,2,0.066320880478213575
1672358400000,2022-12-30 00:00:00,ALPHA/USDT,0.0761,0.0761,0.0761,0.0761,0,0,0,0,0,0.0761
1672272000000,2022-12-29 00:00:00,ALPHA/USDT,0.0761,0.0761,0.0761,0.0761,116.06526197,1525.1677,0,0,1,0.0761
1672185600000,2022-12-28 00:00:00,ALPHA/USDT,0.0821,0.0821,0.0739,0.0739,37.78787731,470.6332,0,0,5,0.080423897247458274
1672099200000,2022-12-27 00:00:00,ALPHA/USDT,0.0858,0.0858,0.0858,0.0858,0,0,0,0,0,0.0858
1672012800000,2022-12-26 00:00:00,ALPHA/USDT,0.0858,0.0858,0.0858,0.0858,0,0,0,0,0,0.0858
1671926400000,2022-12-25 00:00:00,ALPHA/USDT,0.0858,0.0858,0.0858,0.0858,49.9999929,582.7505,49.9999929,582.7505,1,0.0858
1671840000000,2022-12-24 00:00:00,ALPHA/USDT,0.0822,0.0822,0.0822,0.0822,0,0,0,0,0,0.0822
1671753600000,2022-12-23 00:00:00,ALPHA/USDT,0.0822,0.0822,0.0822,0.0822,0,0,0,0,0,0.0822
1671667200000,2022-12-22 00:00:00,ALPHA/USDT,0.0822,0.0822,0.0822,0.0822,0,0,0,0,0,0.0822
1671580800000,2022-12-21 00:00:00,ALPHA/USDT,0.0822,0.0822,0.0822,0.0822,0,0,0,0,0,0.0822
1671494400000,2022-12-20 00:00:00,ALPHA/USDT,0.0822,0.0822,0.0822,0.0822,0,0,0,0,0,0.0822
1671408000000,2022-12-19 00:00:00,ALPHA/USDT,0.0822,0.0822,0.0822,0.0822,0,0,0,0,0,0.0822
1671321600000,2022-12-18 00:00:00,ALPHA/USDT,0.0822,0.0822,0.0822,0.0822,3.99999996,48.6618,0,0,1,0.0822
1671235200000,2022-12-17 00:00:00,ALPHA/USDT,0.0855,0.0855,0.0855,0.0855,5.382909,62.958,0,0,1,0.0855
1671148800000,2022-12-16 00:00:00,ALPHA/USDT,0.09,0.09,0.0894,0.0894,99.29099315,1108.88,45.85579356,511.5372,9,0.089541894148986059
1671062400000,2022-12-15 00:00:00,ALPHA/USDT,0.0944,0.0944,0.0944,0.0944,0,0,0,0,0,0.095508053827579099
1670976000000,2022-12-14 00:00:00,ALPHA/USDT,0.0944,0.0944,0.0944,0.0944,0,0,0,0,0,0.095508053827579099
1670889600000,2022-12-13 00:00:00,ALPHA/USDT,0.0966,0.0966,0.0944,0.0944,10.70308436,112.0796,5.39072436,55.8046,2,0.095508053827579099
1670803200000,2022-12-12 00:00:00,ALPHA/USDT,0.092,0.095,0.092,0.095,32.3715675,346.2165,8.641295,90.961,3,0.093525001917191683
1670716800000,2022-12-11 00:00:00,ALPHA/USDT,0.0925,0.0926,0.0899,0.0926,47.49940895,518.8385,16.05967161,173.6057,4,0.09156330149301784
1670630400000,2022-12-10 00:00:00,ALPHA/USDT,0.0928,0.0928,0.0928,0.0928,16.0744912,173.2165,16.0744912,173.2165,1,0.0928
1670544000000,2022-12-09 00:00:00,ALPHA/USDT,0.0887,0.0887,0.0887,0.0887,49.99999486,563.6978,49.99999486,563.6978,1,0.0887
1670457600000,2022-12-08 00:00:00,ALPHA/USDT,0.0917,0.0918,0.0825,0.0869,304.71066005,3576.9189,18.30918675,209.2599,8,0.085367601165081062
1670371200000,2022-12-07 00:00:00,ALPHA/USDT,0.0927,0.0948,0.0872,0.0872,313.36097611,3385.8626,165.54566201,1785.3275,8,0.092566462704598828
1670284800000,2022-12-06 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,1.449999,16.1111,0,0,1,0.09
1670198400000,2022-12-05 00:00:00,ALPHA/USDT,0.09,0.09,0.09,0.09,8.55,95,0,0,1,0.09
1670112000000,2022-12-04 00:00:00,ALPHA/USDT,0.0918,0.0918,0.0918,0.0918,0,0,0,0,0,0.091192231501902318
1670025600000,2022-12-03 00:00:00,ALPHA/USDT,0.0918,0.0918,0.0918,0.0918,0,0,0,0,0,0.091192231501902318
1669939200000,2022-12-02 00:00:00,ALPHA/USDT,0.0916,0.0918,0.0895,0.0918,306.91380921,3365.636,218.4,2400,11,0.091192231501902318
1669852800000,2022-12-01 00:00:00,ALPHA/USDT,0.0915,0.0915,0.0915,0.0915,18.305856,200.064,8.33586045,91.1023,2,0.0915
1669766400000,2022-11-30 00:00:00,ALPHA/USDT,0.095,0.101,0.095,0.0998,272.19637943,2711.0755,272.19637943,2711.0755,6,0.100405151387685375
1669680000000,2022-11-29 00:00:00,ALPHA/USDT,0.0823,0.0823,0.0823,0.0823,0,0,0,0,0,0.083865338816516314
1669593600000,2022-11-28 00:00:00,ALPHA/USDT,0.0881,0.0881,0.0823,0.0823,13.79112344,164.594,0,0,2,0.083865338816516314
1669507200000,2022-11-27 00:00:00,ALPHA/USDT,0.0881,0.0881,0.0881,0.0881,0,0,0,0,0,0.085294670985111904
1669420800000,2022-11-26 00:00:00,ALPHA/USDT,0.0881,0.0881,0.0881,0.0881,0,0,0,0,0,0.085294670985111904
1669334400000,2022-11-25 00:00:00,ALPHA/USDT,0.0835,0.0881,0.0835,0.0881,4.1497651,48.6854,0,0,2,0.085294670985111904
1669248000000,2022-11-24 00:00:00,ALPHA/USDT,0.082,0.082,0.082,0.082,0,0,0,0,0,0.082
1669161600000,2022-11-23 00:00:00,ALPHA/USDT,0.082,0.082,0.082,0.082,0,0,0,0,0,0.082
1669075200000,2022-11-22 00:00:00,ALPHA/USDT,0.082,0.082,0.082,0.082,0,0,0,0,0,0.082
1668988800000,2022-11-21 00:00:00,ALPHA/USDT,0.082,0.082,0.082,0.082,1.3393306,16.3333,0,0,1,0.082
1668902400000,2022-11-20 00:00:00,ALPHA/USDT,0.0857,0.0857,0.0857,0.0857,1.98868564,23.2052,1.98868564,23.2052,2,0.0857
1668816000000,2022-11-19 00:00:00,ALPHA/USDT,0.0831,0.0831,0.0831,0.0831,0,0,0,0,0,0.083199087709570375
1668729600000,2022-11-18 00:00:00,ALPHA/USDT,0.0831,0.0831,0.0831,0.0831,0,0,0,0,0,0.083199087709570375
1668643200000,2022-11-17 00:00:00,ALPHA/USDT,0.0831,0.0831,0.0831,0.0831,0,0,0,0,0,0.083199087709570375
1668556800000,2022-11-16 00:00:00,ALPHA/USDT,0.0831,0.0831,0.0831,0.0831,0,0,0,0,0,0.083199087709570375
1668470400000,2022-11-15 00:00:00,ALPHA/USDT,0.0831,0.0831,0.0831,0.0831,0,0,0,0,0,0.083199087709570375
1668384000000,2022-11-14 00:00:00,ALPHA/USDT,0.085,0.085,0.0831,0.0831,21.09229953,253.5224,0,0,2,0.083199087709570375
1668297600000,2022-11-13 00:00:00,ALPHA/USDT,0.0885,0.0885,0.0885,0.0885,1.7676105,19.973,0,0,1,0.0885
1668211200000,2022-11-12 00:00:00,ALPHA/USDT,0.0899,0.0899,0.0899,0.0899,0,0,0,0,0,0.0899
1668124800000,2022-11-11 00:00:00,ALPHA/USDT,0.0899,0.0899,0.0899,0.0899,25.9552987,288.713,0,0,1,0.0899
1668038400000,2022-11-10 00:00:00,ALPHA/USDT,0.0856,0.1032,0.0856,0.098,60.46109976,629.9148,60.46109976,629.9148,4,0.096455778898852103
1667952000000,2022-11-09 00:00:00,ALPHA/USDT,0.1042,0.1042,0.0894,0.0894,132.70797935,1373.7574,70.24820194,687.4898,8,0.096977318008474369
1667865600000,2022-11-08 00:00:00,ALPHA/USDT,0.12,0.12,0.1,0.1053,112.55901148,1056.1164,21.0525184,205.591,13,0.106844354297788825
1667779200000,2022-11-07 00:00:00,ALPHA/USDT,0.1283,0.1283,0.1283,0.1283,20.44038393,159.3171,18.44039221,143.7287,2,0.1283
1667692800000,2022-11-06 00:00:00,ALPHA/USDT,0.1326,0.1326,0.1326,0.1326,21.8568558,164.833,0,0,1,0.1326
1667606400000,2022-11-05 00:00:00,ALPHA/USDT,0.1395,0.1395,0.1338,0.1354,70.84139481,511.8762,45.8619881,332.5645,5,0.138401525592900729
1667520000000,2022-11-04 00:00:00,ALPHA/USDT,0.1336,0.1498,0.129,0.1416,1078.81173484,8039.7925,740.5233642,5510.977,22,0.134218060508536165
1667433600000,2022-11-03 00:00:00,ALPHA/USDT,0.125,0.14,0.125,0.14,215.80786563,1655.2529,33.4780975,256.252,7,0.130419666981676545
1667347200000,2022-11-02 00:00:00,ALPHA/USDT,0.1126,0.1126,0.11,0.1107,20.75276698,186.0212,9.74277342,88.0106,3,0.111570196623968453
1667260800000,2022-11-01 00:00:00,ALPHA/USDT,0.1206,0.1217,0.1101,0.1141,420.33590745,3494.3808,42.71628279,351.1402,6,0.120398426809060848
1667174400000,2022-10-31 00:00:00,ALPHA/USDT,0.1179,0.118,0.1163,0.1163,20.61553012,176.0426,10.38659622,88.0896,3,0.11711088260620484
1667088000000,2022-10-30 00:00:00,ALPHA/USDT,0.125,0.1331,0.1178,0.1178,31.99628204,261.6465,10.66529805,80.6655,5,0.122663985221765471
1667001600000,2022-10-29 00:00:00,ALPHA/USDT,0.1069,0.1069,0.1069,0.1069,0,0,0,0,0,0.1069
1666915200000,2022-10-28 00:00:00,ALPHA/USDT,0.1069,0.1069,0.1069,0.1069,6.37096206,59.5974,0,0,1,0.1069
1666828800000,2022-10-27 00:00:00,ALPHA/USDT,0.1155,0.1155,0.1155,0.1155,2.6385744,22.8448,0,0,1,0.1155
1666742400000,2022-10-26 00:00:00,ALPHA/USDT,0.1172,0.1191,0.1172,0.1191,21.93828212,184.3821,20.6043,173,2,0.118984468345600799
1666656000000,2022-10-25 00:00:00,ALPHA/USDT,0.115,0.1182,0.1119,0.1155,183.22555621,1602.526,163.84262986,1429.3095,5,0.114358352273488234
1666569600000,2022-10-24 00:00:00,ALPHA/USDT,0.105,0.105,0.105,0.105,0,0,0,0,0,0.105
1666483200000,2022-10-23 00:00:00,ALPHA/USDT,0.105,0.105,0.105,0.105,0,0,0,0,0,0.105
1666396800000,2022-10-22 00:00:00,ALPHA/USDT,0.105,0.105,0.105,0.105,0,0,0,0,0,0.105
1666310400000,2022-10-21 00:00:00,ALPHA/USDT,0.105,0.105,0.105,0.105,1.0999905,10.4761,0,0,1,0.105
1666224000000,2022-10-20 00:00:00,ALPHA/USDT,0.1064,0.1064,0.1064,0.1064,0,0,0,0,0,0.109171510430004447
1666137600000,2022-10-19 00:00:00,ALPHA/USDT,0.1097,0.1107,0.1064,0.1064,382.14079004,3501.0562,277.75992092,2525.3686,5,0.109171510430004447
1666051200000,2022-10-18 00:00:00,ALPHA/USDT,0.1123,0.1123,0.1075,0.1086,247.23674284,2258.1024,185.12455805,1681.4026,5,0.109503031125767922
1665964800000,2022-10-17 00:00:00,ALPHA/USDT,0.1109,0.1109,0.1109,0.1109,0,0,0,0,0,0.114472652601458371
1665878400000,2022-10-16 00:00:00,ALPHA/USDT,0.1166,0.1166,0.1089,0.1109,1356.99472619,11860.6202,281.54100713,2560.3577,14,0.114472652601458371
1665792000000,2022-10-15 00:00:00,ALPHA/USDT,0.1097,0.1352,0.1097,0.1184,949.69152526,7833.7599,631.37607104,5175.904,23,0.121554710911560225
